   228.000 	 1	 65	 0	 -999	 1	 -999	 1	 -999	 -999	 -999
   229.000 	 1	 65	 0	 -999	 0	 -999	 0	 -999	 -999	 -999
   240.000 	 3	 10750	 1	 -999	 201.0000	 0	 201.0000	 -999	 -999	 -999
   250.000 	 3	 10750	 1	 -999	 202.0000	 0	 202.0000	 -999	 -999	 -999
   260.000 	 3	 10750	 1	 -999	 201.0000	 0	 201.0000	 -999	 -999	 -999
   470.000 	 3	 10750	 1	 -999	 205.0000	 0	 205.0000	 -999	 -999	 -999
   480.000 	 3	 10750	 1	 -999	 201.0000	 0	 201.0000	 -999	 -999	 -999
   490.000 	 4	 10750	 	 1	 490.000	 1.000	 0	 201.000	 210.000	 100.000	 100.049
   590.000 	 -999	 -999	 -999	 -999	 -999	 -999	 -999	 -999	 -999	 -999
   590.000 	 3	 10750	 1	 -999	 210.0000	 0	 210.0000	 -999	 -999	 -999
   600.000 	 3	 10750	 1	 -999	 201.0000	 0	 201.0000	 -999	 -999	 -999
